ID,prefLabel,altLabel,definition,broader,isProcedureFor,exactMatch,closeMatch,source link
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_ap20,Extr_ap20,,Olsen (not acid soils) resp. Bray I (acid soils). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_ap20,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_ap20
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_ap21,Extr_ap21,,Olsen (if pH > 7) resp. Mehlich (if pH < 7). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_ap21,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_ap21
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_c6h8o7-reeuwijk,Extr_c6h8o7-reeuwijk,,Complexation with citric acid (van Reeuwijk). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_c6h8o7-reeuwijk,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_c6h8o7-reeuwijk
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_cacl2,Extr_cacl2,,CaCl2. Particularly used for soluble P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_cacl2,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_cacl2
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_capo4,Extr_capo4,,Ca phosphate. Particularly used for available S.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_capo4,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_capo4
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_dtpa,Extr_dtpa,,DiethyneleTriaminePentaAcetic acid (DTPA) method,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_dtpa,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_dtpa
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_edta,Extr_edta,,EthyleneDiamineTetraAcetic acid (EDTA) method,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_edta,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_edta
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_h2so4-truog,Extr_h2so4-truog,,Method of Truog (dilute H2SO4). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_h2so4-truog,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_h2so4-truog
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hcl-h2so4-nelson,Extr_hcl-h2so4-nelso,,Method of Nelson (dilute HCl/H2SO4). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-h2so4-nelson,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-h2so4-nelson
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hcl-nh4f-bray1,Extr_hcl-nh4f-bray1,,Method of Bray I  (dilute HCl/NH4F). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray1,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray1
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hcl-nh4f-bray2,Extr_hcl-nh4f-bray2,,Method of Bray II (dilute HCl/NH4F). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray2,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-bray2
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hcl-nh4f-kurtz-bray,Extr_hcl-nh4f-kurtz-bray,,Method of Kurtz-Bray I (0.025 M HCl + 0.03 M NH4F). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-kurtz-bray,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hcl-nh4f-kurtz-bray
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hno3,Extr_hno3,,Nitric acid (HNO3) method,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hno3,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hno3
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_hotwater,Extr_hotwater,,Hot water. Particularly used for available B,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hotwater,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_hotwater
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_m1,Extr_m1,,Mehlich1 method,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m1,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m1
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_m2,Extr_m2,,Mehlich2 method,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m2,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m2
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_m3,Extr_m3,,Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_m3-spec,Extr_m3-spec,,Spectrally measured and converted to Mehlich3 method (extractant 0.2 N CH3COOH + 0.25 N NH4NO3 + 0.015 N NH4F + 0.013 N HNO3 + 0.001 M EDTA),,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3-spec,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_m3-spec
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_nahco3-olsen,Extr_nahco3-ols,,Method of Olsen (0.5 M Sodium Bicarbonate (NaHCO3) extraction at pH8.5). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_nahco3-olsen-dabin,Extr_nahco3-olsen-dabi,,"Method of Olsen, modified by Dabin (ORSTOM). Particularly used for available P.",,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen-dabin,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nahco3-olsen-dabin
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_naoac-morgan,Extr_naoac-morga,,Method of Morgan (Na-acetate/acetic acid). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_naoac-morgan,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_naoac-morgan
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_nh4-co3-2-ambic1,Extr_nh4-co3-2-ambic1,,Ambic1 method (ammonium bicarbonate) (South Africa). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4-co3-2-ambic1,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4-co3-2-ambic1
https://w3id.org/eusoilvoc#extractableElementsProcedure-Extr_nh4ch3ch-oh-cooh-leuven,Extr_nh4ch3ch-oh-cooh-leuv,,NH4-lactate extraction method (KU-Leuven). Particularly used for available P.,,aluminium extractable elements | boron extractable elements | cadmium extractable elements | calcium extractable elements | copper extractable elements | iron extractable elements | magnesium extractable elements | manganese extractable elements | molybdenum extractable elements | phosphorus extractable elements | potassium extractable elements | sodium extractable elements | sulfur extractable elements | zinc extractable elements,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4ch3ch-oh-cooh-leuven,,http://w3id.org/glosis/model/procedure/extractableElementsProcedure-Extr_nh4ch3ch-oh-cooh-leuven
https://w3id.org/eusoilvoc#FertiliserUse,fertiliser use,,,soil management,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FertilizerUse,,
https://w3id.org/eusoilvoc#Filtration,filtration,,,soil engineering functions | soil environmental functions,,http://aims.fao.org/aos/agrovoc/c_2900 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Filtration | http://opendata.inrae.fr/thesaurusINRAE/c_10659 | http://www.eionet.europa.eu/gemet/concept/3190,,
https://w3id.org/eusoilvoc#FineSand,fine sand,,,sand,,http://aims.fao.org/aos/agrovoc/c_a91f25d6 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FineSand,,
https://w3id.org/eusoilvoc#FloodDuration,flood duration,,"Flood Duration refers to the length of time during which an area is inundated by floodwaters. The duration of flooding can significantly affect soil structure, nutrient availability, and plant growth, especially in flood-prone regions. Source: USGS, 'Floodplain Management'",floods,,http://w3id.org/glosis/model/siteplot/floodDurationProperty,,http://w3id.org/glosis/model/siteplot/floodDurationProperty
https://w3id.org/eusoilvoc#FloodFrequency,flood frequency,,"Flood Frequency refers to how often flooding occurs in a particular area, typically expressed in terms of recurrence intervals (e.g., once every 10 years). This property is vital for assessing flood risk, soil erosion, and the potential for soil nutrient loss due to repeated flooding events. Source: USGS, 'Floodplain Management'",floods,,http://w3id.org/glosis/model/siteplot/floodFrequencyProperty,,http://w3id.org/glosis/model/siteplot/floodFrequencyProperty
https://w3id.org/eusoilvoc#Floods,floods,flood,,inundation,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Flood | https://soilwise-he.github.io/soil-health#Floods,,
https://w3id.org/eusoilvoc#FluxControlledWaterInfiltration,flux controlled water infiltration,,,soil water infiltration,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FluxControlledWaterInfiltration,,
https://w3id.org/eusoilvoc#Fog,fog,,,precipitation,,http://aims.fao.org/aos/agrovoc/c_3007 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Fog | http://www.eionet.europa.eu/gemet/concept/3347,,
https://w3id.org/eusoilvoc#FoodProduction,food production,,,soil functions,,http://aims.fao.org/aos/agrovoc/c_3025 | http://opendata.inrae.fr/thesaurusINRAE/c_2879 | https://soilwise-he.github.io/soil-health#FoodProduction,,
https://w3id.org/eusoilvoc#FoundationStability,foundation stability,,,soil engineering functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FoundationStability,,
https://w3id.org/eusoilvoc#FoundationStrength,foundation strength,,,soil engineering functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FoundationStrength,,
https://w3id.org/eusoilvoc#FragmentClass,fragment class,,"The Fragments Class categorizes the size, shape, and quantity of coarse fragments (e.g., gravel, stones) present in the soil. These fragments affect soil porosity, water retention, and root penetration. The classification includes gravelly, stony, or bouldery soils. Source: Soil Survey Manual (USDA, 2017).",soil description,,http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty,,http://w3id.org/glosis/model/layerhorizon/fragmentsClassProperty
https://w3id.org/eusoilvoc#FragmentCover,fragment cover,,"The Fragment Cover describes the proportion of the soil surface covered by coarse fragments such as rocks, stones, or other large particles. This property is important because a high fragment cover can reduce soil erosion but may also interfere with water infiltration and root growth. Fragment cover is often used as an indicator of soil stability and erosion potential. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",fragments,,http://w3id.org/glosis/model/common/fragmentCoverProperty,,http://w3id.org/glosis/model/common/fragmentCoverProperty
https://w3id.org/eusoilvoc#FragmentSize,fragment size,,"The Fragment Size refers to the dimensions of rock or mineral fragments present in the soil. These fragments are categorized based on their size, ranging from small gravel particles to larger stones and boulders. Larger fragments tend to reduce soil fertility, inhibit root growth, and decrease water retention. Smaller fragments, in contrast, contribute to soil texture and permeability. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",fragments,,http://w3id.org/glosis/model/common/fragmentsSizeProperty,,http://w3id.org/glosis/model/common/fragmentsSizeProperty
https://w3id.org/eusoilvoc#Fragments,fragments,fragment,,soil physical properties,,,,
https://w3id.org/eusoilvoc#FriableConsistence,friable consistence,,,soil consistence,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#FriableConsistence,,
https://w3id.org/eusoilvoc#organicMatterProcedure-FulAcidC_unkn,FulAcidC_unk,,Fulvic acid carbon_unknown method,,soil organic matter,http://w3id.org/glosis/model/procedure/organicMatterProcedure-FulAcidC_unkn,,http://w3id.org/glosis/model/procedure/organicMatterProcedure-FulAcidC_unkn
https://w3id.org/eusoilvoc#GaseousCompositionOfSoilAir,gaseous composition of soil air,,,soil air physical properties | soil contents,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GaseousCompositionOfSoilAir,,
https://w3id.org/eusoilvoc#Geology,geology,,"Geology refers to the underlying geological composition of an area, including rock types, mineral content, and geological processes. The geology of a region influences soil formation, structure, fertility, and drainage properties. Source: AGI, 'Encyclopedia of Geology'",,,http://aims.fao.org/aos/agrovoc/c_3232 | http://opendata.inrae.fr/thesaurusINRAE/c_11203 | http://w3id.org/glosis/model/siteplot/geologyProperty | http://www.eionet.europa.eu/gemet/concept/3650,,http://w3id.org/glosis/model/siteplot/geologyProperty
https://w3id.org/eusoilvoc#GeometricMeanDiametre,geometric mean diametre,,,soil aggregation index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GeometricMeanDiameter,,
https://w3id.org/eusoilvoc#Grasses,grasses,grass,,vegetation,,http://aims.fao.org/aos/agrovoc/c_3362 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Grass,,
https://w3id.org/eusoilvoc#GroundCover,ground cover,,,land cover,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#GroundCover | http://opendata.inrae.fr/thesaurusINRAE/c_3684,,
https://w3id.org/eusoilvoc#GroundwaterDepth,groundwater depth,,"Groundwater Depth indicates the depth from the soil surface to the water table, which affects soil moisture levels, plant growth, and root penetration. Shallow groundwater can influence soil salinity and nutrient availability, while deep groundwater may limit water access for plants. Source: USDA NRCS, 'Groundwater and Soil'",soil water physical properties,,http://w3id.org/glosis/model/siteplot/groundwaterDepthProperty,,http://w3id.org/glosis/model/siteplot/groundwaterDepthProperty
https://w3id.org/eusoilvoc#GroundwaterReproduction,groundwater reproduction,,,soil function indicators,,https://soilwise-he.github.io/soil-health#GroundwaterReproduction,,
https://w3id.org/eusoilvoc#Gypsum,gypsum,,"The gypsum content, expressed as weight, refers to the soil’s calcium sulfate levels. Gypsum improves soil structure, alleviates sodicity, and enhances water infiltration. It is commonly applied to saline-sodic soils for reclamation. Source: FAO Soil Bulletin.",soil physical properties,,http://aims.fao.org/aos/agrovoc/c_3453 | http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Gyp | http://www.eionet.europa.eu/gemet/concept/3806,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Gyp
https://w3id.org/eusoilvoc#GypsumContents,gypsum contents,gypsum content,"The Gypsum Content quantifies the amount of gypsum (calcium sulfate dihydrate) present in the soil. Gypsum affects soil structure, water infiltration, and nutrient availability, especially in arid and semi-arid regions. Source: FAO (2006). Guidelines for Soil Description.",gypsum,,http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty,,http://w3id.org/glosis/model/layerhorizon/gypsumContentProperty
https://w3id.org/eusoilvoc#GypsumForms,gypsum forms,gypsum form,"The Gypsum Forms describes the morphology of gypsum within the soil, such as crystals, veins, or nodules. The form indicates the processes of soil formation and water movement in gypsum-rich soils. Source: FAO (2006). Guidelines for Soil Description.",gypsum,,http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty,,http://w3id.org/glosis/model/layerhorizon/gypsumFormsProperty
https://w3id.org/eusoilvoc#GypsumWeight,gypsum weight,,"The Gypsum Weight measures the mass of gypsum in the soil profile. This value helps evaluate the potential for soil salinity issues and influences decisions for agricultural or land reclamation practices. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",gypsum,,http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty,,http://w3id.org/glosis/model/layerhorizon/gypsumWeightProperty
https://w3id.org/eusoilvoc#HabitatProvisionCapacity,habitat provision capacity,,,soil function indicators,,https://soilwise-he.github.io/soil-health#HabitatProvisionCapacity,,
https://w3id.org/eusoilvoc#Habitats,habitats,habitat,,soil functions,,http://aims.fao.org/aos/agrovoc/c_3456,,
https://w3id.org/eusoilvoc#Hail,hail,,,precipitation,,http://aims.fao.org/aos/agrovoc/c_3469 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Hail | http://opendata.inrae.fr/thesaurusINRAE/c_11412 | http://www.eionet.europa.eu/gemet/concept/3812,,
https://w3id.org/eusoilvoc#HarshConsistence,harsh consistence,,,soil consistence,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#HarshConsistence,,
https://w3id.org/eusoilvoc#organicMatterProcedure-HumAcidC_unkn,HumAcidC_unk,,Humic acid carbon_unknown method,,soil organic matter,http://w3id.org/glosis/model/procedure/organicMatterProcedure-HumAcidC_unkn,,http://w3id.org/glosis/model/procedure/organicMatterProcedure-HumAcidC_unkn
https://w3id.org/eusoilvoc#HumanInfluenceClass,human influence class,,"Human Influence Class classifies the extent of human impact on a landscape or ecosystem, ranging from minimal disturbance to high levels of modification. This classification helps in understanding the effects of urbanization, agriculture, or industrial activity on soil properties and ecosystem functions. Source: FAO, 'Land Degradation Assessment in Drylands'",soil description,,http://w3id.org/glosis/model/siteplot/humanInfluenceClassProperty,,http://w3id.org/glosis/model/siteplot/humanInfluenceClassProperty
https://w3id.org/eusoilvoc#HydrogenExchangeableBases,hydrogen exchangeable bases,hydrogen exchangeable base,Hydrogen ions bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,soil chemical properties,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Hydexc,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Hydexc
https://w3id.org/eusoilvoc#IndexBasedOnTextureAndCementingAgents,index based on texture and cementing agents,index based on texture and cementing agent,,soil structure indirect index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexBasedOnTextureAndCementingAgents,,
https://w3id.org/eusoilvoc#IndexOfCrusting,index of crusting,,,soil structure indirect index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfCrusting,,
https://w3id.org/eusoilvoc#IndexOfErodibility,index of erodibility,,,soil erodibility index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfErodibility,,
https://w3id.org/eusoilvoc#IndexOfResistance,index of resistance,,,soil structure indirect index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfResistance,,
https://w3id.org/eusoilvoc#IndexOfStructuralStability,index of structural stability,,,soil structure indirect index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IndexOfStructuralStability,,
https://w3id.org/eusoilvoc#carbonInorganicProcedure-InOrgC_calcul-caco3,InOrgC_calcul-caco3,,"Indirect estimate from total carbonate equivalent, with a factor of 0.12 (molar weights: CaCO3 100g/mol, C 12g/mol)",,soil inorganic carbon,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-caco3,,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-caco3
https://w3id.org/eusoilvoc#carbonInorganicProcedure-InOrgC_calcul-tc-oc,InOrgC_calcul-tc-oc,,Indirect estimate (total carbon minus organic carbon = inorganic carbon),,soil inorganic carbon,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-tc-oc,,http://w3id.org/glosis/model/procedure/carbonInorganicProcedure-InOrgC_calcul-tc-oc
https://w3id.org/eusoilvoc#Inputs,inputs,input,,external factors,,http://aims.fao.org/aos/agrovoc/c_11788 | https://soilwise-he.github.io/soil-health#Inputs,,
https://w3id.org/eusoilvoc#InterAggregatePorosity,inter aggregate porosity,,,soil porosity,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterAggregatePorosity,,
https://w3id.org/eusoilvoc#InteraggregatePores,interaggregate pores,interaggregate pore,,soil pores,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InteraggregatePore,,
https://w3id.org/eusoilvoc#Interflow,interflow,,,water interchange,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Interflow,,
https://w3id.org/eusoilvoc#InterlatticeSwelling,interlattice swelling,,,soil swelling,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterlatticeSwelling,,
https://w3id.org/eusoilvoc#InterparticleSwelling,interparticle swelling,,,soil swelling,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterparticleSwelling,,
https://w3id.org/eusoilvoc#InterstructuralPores,interstructural pores,interstructural pore,,soil pores,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#InterstructuralPore,,
https://w3id.org/eusoilvoc#IntraAggregatePorosity,intra aggregate porosity,,,soil porosity,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntraAggregatePorosity,,
https://w3id.org/eusoilvoc#IntraaggregatePores,intraaggregate pores,intraaggregate pore,,soil pores,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntraaggregatePore,,
https://w3id.org/eusoilvoc#IntrinsicChargeDensity,intrinsic charge density,,,soil charge density,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#IntrinsicChargeDensity,,
https://w3id.org/eusoilvoc#Inundation,inundation,,,planetary phenomena,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Inundation,http://aims.fao.org/aos/agrovoc/c_2980,
